-0.385	-3.35	7.12	4.26	-1.37
-0.385	-3.35	7.12	4.26	-1.37
-0.385	-3.35	7.12	4.26	-1.37
-0.384	-3.35	7.12	4.26	-1.37
-0.384	-3.31	7.07	4.2	-1.42
-0.385	-3.31	7.07	4.2	-1.42
-0.385	-3.3	7.07	4.2	-1.42
-0.386	-3.3	7.07	4.2	-1.42
-0.386	-3.3	7.08	4.2	-1.42
-0.386	-3.3	7.08	4.2	-1.42
-0.387	-3.29	7.08	4.2	-1.42
-0.387	-3.29	7.08	4.2	-1.42
-0.388	-3.29	7.09	4.2	-1.42
-0.388	-3.29	7.09	4.2	-1.42
-0.389	-3.28	7.09	4.2	-1.42
-0.389	-3.28	7.09	4.2	-1.42
-0.39	-3.28	7.1	4.2	-1.42
-0.39	-3.28	7.09	4.2	-1.42
-0.391	-3.27	7.1	4.19	-1.42
-0.391	-3.27	7.1	4.19	-1.42
-0.392	-3.27	7.11	4.19	-1.42
-0.393	-3.27	7.11	4.19	-1.42
-0.394	-3.26	7.11	4.19	-1.42
-0.394	-3.26	7.11	4.19	-1.42
-0.395	-3.25	7.12	4.19	-1.42
-0.396	-3.25	7.12	4.19	-1.42
-0.397	-3.24	7.12	4.19	-1.42
-0.397	-3.24	7.12	4.19	-1.42
-0.399	-3.24	7.13	4.19	-1.43
-0.399	-3.24	7.13	4.19	-1.43
-0.4	-3.23	7.14	4.19	-1.43
-0.401	-3.23	7.14	4.19	-1.43
-0.402	-3.22	7.14	4.19	-1.43
-0.403	-3.22	7.14	4.19	-1.43
-0.404	-3.21	7.15	4.19	-1.43
-0.405	-3.21	7.15	4.19	-1.43
-0.405	-3.21	7.15	4.19	-1.43
-0.407	-3.2	7.16	4.19	-1.43
-0.407	-3.2	7.16	4.19	-1.43
-0.407	-3.2	7.16	4.19	-1.43
-0.409	-3.19	7.17	4.2	-1.43
-0.409	-3.19	7.17	4.2	-1.43
-0.409	-3.19	7.17	4.2	-1.43
-0.411	-3.18	7.17	4.2	-1.43
-0.412	-3.18	7.17	4.2	-1.43
-0.412	-3.18	7.17	4.2	-1.43
-0.413	-3.17	7.18	4.2	-1.44
-0.414	-3.17	7.18	4.2	-1.44
-0.414	-3.17	7.18	4.2	-1.44
-0.416	-3.16	7.18	4.2	-1.44
-0.417	-3.16	7.18	4.2	-1.44
-0.417	-3.16	7.18	4.2	-1.44
-0.418	-3.15	7.19	4.2	-1.44
-0.419	-3.15	7.19	4.2	-1.44
-0.419	-3.15	7.19	4.2	-1.44
-0.421	-3.14	7.2	4.2	-1.44
-0.422	-3.14	7.2	4.2	-1.44
-0.422	-3.14	7.2	4.2	-1.44
-0.424	-3.13	7.2	4.21	-1.44
-0.424	-3.13	7.2	4.21	-1.44
-0.425	-3.13	7.2	4.21	-1.44
-0.427	-3.12	7.21	4.21	-1.45
-0.427	-3.12	7.21	4.21	-1.45
-0.428	-3.12	7.21	4.21	-1.45
-0.429	-3.11	7.21	4.21	-1.45
-0.43	-3.11	7.21	4.21	-1.45
-0.43	-3.11	7.21	4.21	-1.45
-0.432	-3.1	7.22	4.21	-1.45
-0.433	-3.1	7.22	4.21	-1.45
-0.433	-3.1	7.22	4.21	-1.45
-0.435	-3.09	7.22	4.22	-1.45
-0.436	-3.09	7.22	4.22	-1.45
-0.436	-3.09	7.22	4.22	-1.45
-0.438	-3.08	7.23	4.22	-1.46
-0.439	-3.08	7.23	4.22	-1.46
-0.439	-3.08	7.23	4.22	-1.46
-0.441	-3.07	7.23	4.22	-1.46
-0.442	-3.07	7.23	4.22	-1.46
-0.442	-3.07	7.23	4.22	-1.46
-0.444	-3.06	7.24	4.23	-1.46
-0.445	-3.06	7.24	4.23	-1.46
-0.445	-3.06	7.24	4.23	-1.46
-0.447	-3.05	7.24	4.23	-1.46
-0.448	-3.05	7.24	4.23	-1.46
-0.448	-3.05	7.24	4.23	-1.46
-0.45	-3.04	7.24	4.23	-1.47
-0.451	-3.04	7.24	4.23	-1.47
-0.451	-3.04	7.24	4.23	-1.47
-0.453	-3.03	7.25	4.24	-1.47
-0.454	-3.03	7.25	4.24	-1.47
-0.454	-3.03	7.25	4.24	-1.47
-0.456	-3.02	7.25	4.24	-1.47
-0.457	-3.02	7.25	4.24	-1.47
-0.457	-3.02	7.25	4.24	-1.47
-0.459	-3.02	7.25	4.24	-1.47
-0.46	-3.02	7.25	4.24	-1.47
-0.46	-3.02	7.25	4.24	-1.47
-0.462	-3.01	7.26	4.25	-1.48
-0.462	-3.01	7.26	4.25	-1.48
-0.463	-3.01	7.26	4.25	-1.48
-0.464	-3	7.26	4.25	-1.48
-0.465	-3	7.26	4.25	-1.48
-0.465	-3	7.26	4.25	-1.48
-0.467	-3	7.26	4.25	-1.48
-0.467	-3	7.26	4.25	-1.48
-0.468	-3	7.26	4.25	-1.48
-0.469	-2.99	7.26	4.25	-1.48
-0.47	-2.99	7.26	4.25	-1.48
-0.47	-2.99	7.26	4.25	-1.48
-0.471	-2.99	7.26	4.26	-1.49
-0.472	-2.99	7.26	4.26	-1.49
-0.472	-2.99	7.26	4.26	-1.49
-0.473	-2.98	7.26	4.26	-1.49
-0.474	-2.98	7.26	4.26	-1.49
-0.474	-2.98	7.26	4.26	-1.49
-0.475	-2.98	7.26	4.26	-1.49
-0.475	-2.98	7.26	4.26	-1.49
-0.475	-2.98	7.26	4.26	-1.49
-0.476	-2.98	7.27	4.26	-1.49
-0.476	-2.98	7.27	4.26	-1.49
-0.477	-2.97	7.27	4.26	-1.49
-0.477	-2.97	7.27	4.26	-1.49
-0.478	-2.97	7.27	4.26	-1.49
-0.478	-2.97	7.27	4.26	-1.49
-0.478	-2.97	7.27	4.26	-1.49
